# record data: step_count | legL_position (6-joints [rad] value) |  legR_position (6-joints [rad] value) |  legL_velocity (6-joints [rad/s] value) |  legR_velocity (6-joints [rad/s] value)
0 0 -0 0.420559 -0.782947 -0.362387 0 0 -0 -0.420559 0.782947 0.362387 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 1.4531e-06 0.420559 -0.782947 -0.362387 1.4531e-06 0 1.4531e-06 -0.420559 0.782947 0.362387 1.4531e-06 0 0.000290754 -1.03496e-09 2.04535e-09 -1.01039e-09 -0.000290754 0 0.000290754 -1.03496e-09 2.04535e-09 -1.01039e-09 -0.000290754 
2 0 5.82061e-06 0.420559 -0.782947 -0.362387 5.82061e-06 0 5.82061e-06 -0.420559 0.782947 0.362387 5.82061e-06 0 0.000583169 -8.31501e-09 1.64327e-08 -8.11766e-09 -0.000583169 0 0.000583169 -8.31501e-09 1.64327e-08 -8.11766e-09 -0.000583169 
3 0 1.31276e-05 0.420559 -0.782947 -0.362387 1.31276e-05 0 1.31276e-05 -0.420559 0.782947 0.362387 1.31276e-05 0 0.000878914 -2.82638e-08 5.58568e-08 -2.7593e-08 -0.000878914 0 0.000878914 -2.82638e-08 5.58568e-08 -2.7593e-08 -0.000878914 
4 0 2.34156e-05 0.420559 -0.782947 -0.362387 2.34156e-05 0 2.34156e-05 -0.420559 0.782947 0.362387 2.34156e-05 0 0.00117968 -6.76659e-08 1.33726e-07 -6.60599e-08 -0.00117968 0 0.00117968 -6.76659e-08 1.33726e-07 -6.60599e-08 -0.00117968 
5 0 3.67436e-05 0.420559 -0.782947 -0.362387 3.67436e-05 0 3.67436e-05 -0.420559 0.782947 0.362387 3.67436e-05 0 0.00148718 -1.33858e-07 2.6454e-07 -1.30681e-07 -0.00148718 0 0.00148718 -1.33858e-07 2.6454e-07 -1.30681e-07 -0.00148718 
6 0 5.31875e-05 0.420559 -0.782947 -0.362387 5.31875e-05 0 5.31875e-05 -0.420559 0.782947 0.362387 5.31875e-05 0 0.00180318 -2.34935e-07 4.64294e-07 -2.29359e-07 -0.00180318 0 0.00180318 -2.34935e-07 4.64294e-07 -2.29359e-07 -0.00180318 
7 0 7.28414e-05 0.420559 -0.782947 -0.362387 7.28414e-05 0 7.28414e-05 -0.420559 0.782947 0.362387 7.28414e-05 0 0.00212947 -3.79971e-07 7.50923e-07 -3.70952e-07 -0.00212947 0 0.00212947 -3.79971e-07 7.50923e-07 -3.70952e-07 -0.00212947 
8 0 9.58174e-05 0.420559 -0.782947 -0.362387 9.58174e-05 0 9.58174e-05 -0.420559 0.782947 0.362387 9.58174e-05 0 0.00246792 -5.79263e-07 1.14478e-06 -5.65515e-07 -0.00246792 0 0.00246792 -5.79263e-07 1.14478e-06 -5.65515e-07 -0.00246792 
9 0 0.000122247 0.420559 -0.782947 -0.362387 0.000122247 0 0.000122247 -0.420559 0.782947 0.362387 0.000122247 0 0.00282047 -8.44617e-07 1.66919e-06 -8.2457e-07 -0.00282047 0 0.00282047 -8.44617e-07 1.66919e-06 -8.2457e-07 -0.00282047 
10 0 0.00015228 0.420559 -0.782947 -0.362387 0.00015228 0 0.00015228 -0.420559 0.782947 0.362387 0.00015228 0 0.00318913 -1.18964e-06 2.35105e-06 -1.16141e-06 -0.00318913 0 0.00318913 -1.18964e-06 2.35105e-06 -1.16141e-06 -0.00318913 
11 0 0.00018609 0.420559 -0.782947 -0.362387 0.00018609 0 0.00018609 -0.420559 0.782947 0.362387 0.00018609 0 0.003576 -1.63012e-06 3.22156e-06 -1.59143e-06 -0.003576 0 0.003576 -1.63012e-06 3.22156e-06 -1.59143e-06 -0.003576 
12 0 0.000223869 0.420559 -0.782947 -0.362387 0.000223869 0 0.000223869 -0.420559 0.782947 0.362387 0.000223869 0 0.00398329 -2.18441e-06 4.31698e-06 -2.13257e-06 -0.00398329 0 0.00398329 -2.18441e-06 4.31698e-06 -2.13257e-06 -0.00398329 
13 0 0.000265832 0.420559 -0.782947 -0.362387 0.000265832 0 0.000265832 -0.420559 0.782947 0.362387 0.000265832 0 0.00441333 -2.87391e-06 5.67961e-06 -2.8057e-06 -0.00441333 0 0.00441333 -2.87391e-06 5.67961e-06 -2.8057e-06 -0.00441333 
14 0 0.000312219 0.420559 -0.782947 -0.362387 0.000312219 0 0.000312219 -0.420559 0.782947 0.362387 0.000312219 0 0.00486857 -3.72359e-06 7.3588e-06 -3.63521e-06 -0.00486857 0 0.00486857 -3.72359e-06 7.3588e-06 -3.63521e-06 -0.00486857 
15 0 0.000363296 0.420559 -0.782946 -0.362387 0.000363296 0 0.000363296 -0.420559 0.782946 0.362387 0.000363296 0 0.00535162 -4.76262e-06 9.41221e-06 -4.64959e-06 -0.00535162 0 0.00535162 -4.76262e-06 9.41221e-06 -4.64959e-06 -0.00535162 
16 0 0.000419353 0.420559 -0.782946 -0.362387 0.000419353 0 0.000419353 -0.420559 0.782946 0.362387 0.000419353 0 0.00586523 -6.02512e-06 1.19072e-05 -5.88213e-06 -0.00586523 0 0.00586523 -6.02512e-06 1.19072e-05 -5.88213e-06 -0.00586523 
17 0 0.000480712 0.420559 -0.782946 -0.362387 0.000480712 0 0.000480712 -0.420559 0.782946 0.362387 0.000480712 0 0.00641234 -7.55096e-06 1.49227e-05 -7.37175e-06 -0.00641234 0 0.00641234 -7.55096e-06 1.49227e-05 -7.37175e-06 -0.00641234 
18 0 0.000547722 0.420559 -0.782946 -0.362387 0.000547722 0 0.000547722 -0.420559 0.782946 0.362387 0.000547722 0 0.00699607 -9.38676e-06 1.85507e-05 -9.16397e-06 -0.00699607 0 0.00699607 -9.38676e-06 1.85507e-05 -9.16397e-06 -0.00699607 
19 0 0.000620767 0.420559 -0.782946 -0.362387 0.000620767 0 0.000620767 -0.420559 0.782946 0.362387 0.000620767 0 0.00761976 -1.1587e-05 2.2899e-05 -1.1312e-05 -0.00761976 0 0.00761976 -1.1587e-05 2.2899e-05 -1.1312e-05 -0.00761976 
20 0 0.000700263 0.420559 -0.782946 -0.362387 0.000700263 0 0.000700263 -0.420559 0.782946 0.362387 0.000700263 0 0.00828696 -1.42153e-05 2.80933e-05 -1.38779e-05 -0.00828696 0 0.00828696 -1.42153e-05 2.80933e-05 -1.38779e-05 -0.00828696 
21 0 0.000786664 0.420559 -0.782945 -0.362387 0.000786664 0 0.000786664 -0.420559 0.782945 0.362387 0.000786664 0 0.00900148 -1.73462e-05 3.42807e-05 -1.69345e-05 -0.00900148 0 0.00900148 -1.73462e-05 3.42807e-05 -1.69345e-05 -0.00900148 
22 0 0.000880464 0.420559 -0.782945 -0.362386 0.000880464 0 0.000880464 -0.420559 0.782945 0.362386 0.000880464 0 0.00976742 -2.10665e-05 4.1633e-05 -2.05665e-05 -0.00976742 0 0.00976742 -2.10665e-05 4.1633e-05 -2.05665e-05 -0.00976742 
