0 0.037 -0 0.0369386 0 0
0 0.0370002 -0 0.0369386 0 0
0 0.0370007 -0 0.0369386 0 0
0 0.0370016 -0 0.0369386 0 0
0 0.0370028 -0 0.0369386 0 0
0 0.0370044 -0 0.0369386 0 0
0 0.0370064 -0 0.0369386 0 0
0 0.0370088 -0 0.0369386 0 0
0 0.0370116 -0 0.0369386 0 0
0 0.0370147 -0 0.0369386 0 0
0 0.0370184 -0 0.0369386 0 0
0 0.0370224 -0 0.0369386 0 0
0 0.037027 -0 0.0369386 0 0
0 0.0370321 -0 0.0369386 0 0
0 0.0370377 -0 0.0369386 0 0
0 0.0370438 -0 0.0369386 0 0
0 0.0370506 -0 0.0369386 0 0
0 0.037058 -0 0.0369386 0 0
0 0.0370661 -0 0.0369386 0 0
0 0.0370749 -0 0.0369386 0 0
0 0.0370845 -0 0.0369386 0 0
0 0.0370949 -0 0.0369386 0 0
0 0.0371062 -0 0.0369386 0 0
0 0.0371185 -0 0.0369386 0 0
0 0.0371318 -0 0.0369386 0 0
0 0.0371462 -0 0.0369386 0 0
0 0.0371618 -0 0.0369386 0 0
0 0.0371786 -0 0.0369386 0 0
0 0.0371969 -0 0.0369386 0 0
0 0.0372166 -0 0.0369386 0 0
0 0.0372379 -0 0.0369386 0 0
0 0.0372609 -0 0.0369386 0 0
0 0.0372857 -0 0.0369386 0 0
0 0.0373125 -0 0.0369386 0 0
0 0.0373415 -0 0.0369386 0 0
0 0.0373727 -0 0.0369386 0 0
0 0.0374065 -0 0.0369386 0 0
0 0.0374429 -0 0.0369386 0 0
0 0.0374822 -0 0.0369386 0 0
0 0.0375246 -0 0.0369386 0 0
0 0.0375703 -0 0.0369386 0 0
0 0.0376197 -0 0.0369386 0 0
0 0.0376729 -0 0.0369386 0 0
0 0.0377303 -0 0.0369386 0 0
0 0.0377923 -0 0.0369386 0 0
0 0.0378591 -0 0.0369386 0 0
0 0.0379312 -0 0.0369386 0 0
0 0.038009 -0 0.0369386 0 0
0 0.0380928 -0 0.0369386 0 0
0 0.0381833 -0 0.0369386 0 0
0 0.0382809 -0 0.0369386 0 0
0 0.0383861 -0 0.0369386 0 0
0 0.0384996 -0 0.0369386 0 0
0 0.038622 -0 0.0369386 0 0
0 0.0387541 -0 0.0369386 0 0
0 0.0388965 -0 0.0369386 0 0
0 0.03905 -0 0.0369386 0 0
0 0.0392157 -0 0.0369386 0 0
0 0.0393943 -0 0.0369386 0 0
0 0.039587 -0 0.0369386 0 0
0 0.0397948 -0 0.0369386 0 0
0 0.0400189 -0 0.0369386 0 0
0 0.0402606 -0 0.0369386 0 0
0 0.0405212 -0 0.0369386 0 0
0 0.0408023 -0 0.0369386 0 0
0 0.0411055 -0 0.0369386 0 0
0 0.0414325 -0 0.0369386 0 0
0 0.0417852 -0 0.0369386 0 0
0 0.0421655 -0 0.0369386 0 0
0 0.0425757 -0 0.0369386 0 0
0 0.0430181 -0 0.0369386 0 0
0 0.0434952 -0 0.0369386 0 0
0 0.0440097 -0 0.0369386 0 0
0 0.0445646 -0 0.0369386 0 0
0 0.0451631 -0 0.0369386 0 0
0 0.0458085 -0 0.0369386 0 0
0 0.0465046 -0 0.0369386 0 0
0 0.0472554 -0 0.0369386 0 0
0 0.048065 -0 0.0369386 0 0
0 0.0489382 -0 0.0369386 0 0
0 0.0498799 -7.14827e-05 0.0630143 0 0.037
2.04122e-07 0.0508211 -7.14827e-05 0.0630143 0 0.037
8.17637e-07 0.0516926 -7.14827e-05 0.0630143 0 0.037
1.84406e-06 0.0524995 -7.14827e-05 0.0630143 0 0.037
3.28926e-06 0.0532463 -7.14827e-05 0.0630143 0 0.037
5.16147e-06 0.0539374 -7.14827e-05 0.0630143 0 0.037
7.4714e-06 0.0545766 -7.14827e-05 0.0630143 0 0.037
1.02322e-05 0.0551676 -7.14827e-05 0.0630143 0 0.037
1.34597e-05 0.0557138 -7.14827e-05 0.0630143 0 0.037
1.71724e-05 0.0562183 -7.14827e-05 0.0630143 0 0.037
2.13913e-05 0.056684 -7.14827e-05 0.0630143 0 0.037
2.61406e-05 0.0571135 -7.14827e-05 0.0630143 0 0.037
3.14474e-05 0.0575094 -7.14827e-05 0.0630143 0 0.037
3.73421e-05 0.0578738 -7.14827e-05 0.0630143 0 0.037
4.38583e-05 0.0582089 -7.14827e-05 0.0630143 0 0.037
5.10332e-05 0.0585165 -7.14827e-05 0.0630143 0 0.037
5.89077e-05 0.0587984 -7.14827e-05 0.0630143 0 0.037
6.7527e-05 0.0590562 -7.14827e-05 0.0630143 0 0.037
7.69401e-05 0.0592915 -7.14827e-05 0.0630143 0 0.037
8.72009e-05 0.0595054 -7.14827e-05 0.0630143 0 0.037
9.83679e-05 0.0596994 -7.14827e-05 0.0630143 0 0.037
0.000110505 0.0598744 -7.14827e-05 0.0630143 0 0.037
0.000123681 0.0600315 -7.14827e-05 0.0630143 0 0.037
0.000137972 0.0601715 -7.14827e-05 0.0630143 0 0.037
0.000153459 0.0602953 -7.14827e-05 0.0630143 0 0.037
0.000170231 0.0604036 -7.14827e-05 0.0630143 0 0.037
0.000188383 0.060497 -7.14827e-05 0.0630143 0 0.037
0.000208019 0.060576 -7.14827e-05 0.0630143 0 0.037
0.000229252 0.0606411 -7.14827e-05 0.0630143 0 0.037
0.000252202 0.0606926 -7.14827e-05 0.0630143 0 0.037
0.000277 0.0607308 -7.14827e-05 0.0630143 0 0.037
0.000303789 0.0607561 -7.14827e-05 0.0630143 0 0.037
0.000332721 0.0607684 -7.14827e-05 0.0630143 0 0.037
0.000363961 0.0607679 -7.14827e-05 0.0630143 0 0.037
0.000397688 0.0607545 -7.14827e-05 0.0630143 0 0.037
0.000434095 0.0607283 -7.14827e-05 0.0630143 0 0.037
0.000473388 0.060689 -7.14827e-05 0.0630143 0 0.037
0.000515794 0.0606364 -7.14827e-05 0.0630143 0 0.037
0.000561553 0.0605703 -7.14827e-05 0.0630143 0 0.037
0.000610928 0.0604902 -7.14827e-05 0.0630143 0 0.037
0.0006642 0.0603956 -7.14827e-05 0.0630143 0 0.037
0.000721673 0.0602862 -7.14827e-05 0.0630143 0 0.037
0.000783677 0.0601611 -7.14827e-05 0.0630143 0 0.037
